;longitude;latitude;altitude;type_habitat
4581;0,576815715;-0,093127659;23;2
5688;-1,490553377;-0,09260877;0;1
935;-1,043026262;-0,092411535;0;1
1664;-0,762963623;-0,092334536;0;1
2466;1,392987256;-0,091316564;17;1
1925;0,50065338;-0,091084194;12;2
4477;-0,904864494;-0,089832203;0;1
386;-1,267968994;-0,089579803;0;1
5692;-0,941988765;-0,087929971;0;1
3477;-0,403844116;-0,087801219;0;1
2253;0,961701368;-0,085611853;24;1
4696;1,269254645;-0,084976839;26;1
178;1,536221117;-0,084636271;29;1
1180;0,42973104;-0,08325536;0;2
2757;-1,161510023;-0,081835116;0;1
2999;1,765716565;-0,08082202;21;2
4498;-1,269787691;-0,079991728;0;1
1382;-1,580470713;-0,078668164;0;1
2427;-0,775949981;-0,078040236;0;1
3320;0,591534856;-0,076927209;24;2
1051;-0,085775845;-0,076909315;0;2
4466;1,13264829;-0,076906633;22;2
2488;1,924392632;-0,076093557;27;1
2297;0,292100176;-0,074790498;0;1
4851;-0,277093472;-0,073333021;0;1
2591;1,261495604;-0,073234758;22;1
5711;0,440614055;-0,072441611;0;2
5533;-2,069232147;-0,072111419;0;1
1546;-1,027042982;-0,071581642;0;1
5274;-1,864961605;-0,070431991;0;1
5484;-1,821950409;-0,07015879;0;1
647;-0,646117156;-0,069838741;0;1
4652;-1,391539387;-0,069165406;0;1
4686;-1,771568863;-0,068938676;0;1
4854;-1,76967506;-0,067312363;0;1
1833;0,917142237;-0,067220313;15;2
5231;0,198210605;-0,066553196;0;2
3887;0,251908929;-0,066343891;0;2
5641;0,358492589;-0,065798393;0;2
5760;-1,40064591;-0,065622363;0;1
4771;-0,941223035;-0,062751121;0;1
317;1,87702294;-0,061254612;15;1
3142;-0,673754299;-0,061038943;0;1
2564;1,862696005;-0,059829704;18;1
3485;1,057107074;-0,059477482;20;1
1687;1,145248759;-0,058522275;27;1
3278;2,095548242;-0,057753225;9;1
2702;-0,328934164;-0,057497184;0;1
155;1,755655714;-0,057247926;18;1
221;0,075435879;-0,05577739;0;2
1228;-1,774069077;-0,055059926;0;1
1649;0,513958366;-0,054321063;23;2
682;-1,800327165;-0,054123282;0;1
1421;-0,725910726;-0,05298524;0;2
4348;1,493078611;-0,052542158;23;1
1906;1,922580266;-0,052535203;20;1
396;-1,197079854;-0,04929509;0;1
788;-0,888199766;-0,046916396;0;1
5138;0,809819753;-0,046672641;16;2
1853;1,580156226;-0,045595759;28;1
331;1,229715658;-0,045300385;25;1
3876;0,163146998;-0,045020202;0;2
5399;1,724601726;-0,044196283;27;2
1543;-0,193388718;-0,041792754;0;1
1898;0,804965057;-0,041513762;11;1
2617;1,574693167;-0,040301934;12;2
3795;-0,550322392;-0,040104501;0;1
1656;0,629339814;-0,039066868;22;2
5387;-0,012017429;-0,038889493;0;2
5666;1,238888352;-0,038046555;16;1
2406;-0,183425386;-0,037373952;0;2
3963;1,231782362;-0,036471452;10;1
763;1,130974059;-0,035943393;28;2
5839;1,12720182;-0,035825896;27;1
705;-1,858909808;-0,033310041;0;1
2844;1,178887121;-0,03321267;26;1
1493;2,115615913;-0,032662128;27;1
3409;-2,021408898;-0,031725696;0;1
138;-0,57458563;-0,031574143;0;1
1293;0,481371945;-0,030906095;0;1
5765;1,129622324;-0,030659654;30;2
2436;1,996999306;-0,030071625;17;1
4570;-0,523087515;-0,02955735;0;2
3339;0,700513577;-0,028821056;22;1
3580;1,063703982;-0,02785311;25;1
4212;0,808331596;-0,025180652;18;2
1774;-0,389100506;-0,024692444;0;2
535;-1,79176372;-0,024566524;0;1
1204;1,253340211;-0,024557878;30;1
3387;-0,148233269;-0,02394601;0;2
468;-0,37209029;-0,023743841;0;1
5573;-1,980515194;-0,023360561;0;1
571;-1,216799636;-0,022406286;0;1
419;-0,583677037;-0,022082252;0;1
2619;-0,899682681;-0,021759467;0;2
1585;-1,135297652;-0,021539336;0;1
3998;0,767061254;-0,021410871;27;1
1666;1,579537933;-0,021257831;16;2
550;-1,555224071;-0,020367912;0;1
5774;1,869508926;-0,019497676;16;1
2346;-0,027193038;-0,019157733;0;1
4259;-0,885724227;-0,017785228;0;2
5187;-1,01014982;-0,01771054;0;1
3721;-1,123851681;-0,017376357;0;1
3227;0,910436578;-0,01730113;29;2
5858;-0,231940506;-0,016835984;0;1
4963;0,80814169;-0,01576663;21;2
1689;0,763177276;-0,015205545;20;2
907;1,076750932;-0,014952054;21;2
4079;1,147020913;-0,014831755;9;1
5700;-1,240584909;-0,0144796;0;1
5204;-1,062734379;-0,014439091;0;2
2377;1,192620098;-0,014184048;27;1
5009;0,932861156;-0,013298189;25;2
4815;-0,045859801;-0,013216622;0;1
1021;-1,425974655;-0,012779396;0;1
1238;-0,813206164;-0,012678064;0;1
4603;-1,807090623;-0,011590124;0;1
5738;0,420575894;-0,011464137;0;1
4883;-1,892692498;-0,009557527;0;1
848;0,669010849;-0,008891322;15;1
3803;1,384545668;-0,008673037;30;1
4165;-0,456366407;-0,007451756;0;1
4129;1,893537896;-0,006706984;26;1
5923;1,33624598;-0,00594903;29;1
89;0,774902927;-0,003970564;20;2
5549;1,790032601;-0,003788689;9;1
2471;-0,481006607;-0,003312942;0;1
5125;-0,861837745;-0,001166202;0;1
4086;-0,531918168;-0,000720126;0;1
2410;-1,879280809;0,000190381;0;1
4875;1,077053794;0,000215903;15;2
880;-0,696753047;0,000498752;0;2
2664;-1,727622564;0,001326165;0;1
4468;1,157029433;0,001483598;18;1
1353;-0,570182661;0,002405465;0;1
3822;0,985511782;0,002549873;24;2
2243;0,977948394;0,003459202;25;2
2493;0,481866872;0,005311091;0;1
3436;1,293938637;0,005470282;11;2
2237;1,309571337;0,006717099;27;2
5698;0,191445556;0,008077955;0;2
3524;0,099360157;0,008855381;0;1
3837;-1,275869395;0,009638263;0;1
4614;1,402625245;0,012450021;17;2
3548;-0,107425992;0,01270472;0;2
4279;-0,59235322;0,013161553;0;1
1902;-0,463527726;0,013676693;0;2
5214;0,694123495;0,013910518;8;2
575;0,434383943;0,014315276;0;1
4365;1,599297962;0,015669874;9;1
2605;-2,005181375;0,017304232;0;1
3480;1,709806613;0,017888056;11;2
4391;-1,906987575;0,018052167;0;1
4305;0,184102946;0,018153959;0;1
4417;-0,347796837;0,018346489;0;2
2184;1,283333096;0,018659701;18;2
451;-0,13603743;0,018777623;0;1
4035;0,169204292;0,018843567;0;1
5640;-1,071257325;0,019120869;0;2
2190;0,408383465;0,020283666;0;1
577;-0,956677269;0,020307111;0;2
2850;-0,414622407;0,020406338;0;1
4889;-1,341032914;0,020482605;0;1
755;-0,792976641;0,020503335;0;1
1858;-1,514124741;0,021455478;0;1
1762;-0,284325871;0,022021993;0;1
3405;-0,185097233;0,022168675;0;2
1982;0,478493731;0,024940409;0;1
5336;1,684530249;0,025292216;30;2
4023;1,031009395;0,026746821;13;1
2437;0,869107998;0,026823185;18;1
284;-1,25968917;0,027401322;0;1
1859;-0,076173436;0,028233545;0;2
2204;-1,700184304;0,029162174;0;1
484;1,336394491;0,029966738;13;2
3465;-0,519866634;0,03006067;0;2
3573;-0,144260239;0,030802916;0;1
2640;-0,297487712;0,031479018;0;2
380;0,921820823;0,033356292;13;1
1202;0,801601719;0,034145286;12;2
4394;1,470254608;0,035724434;10;2
2200;0,396065906;0,035926465;0;2
3454;-0,966987993;0,037877253;0;2
933;0,928402917;0,038351774;13;2
4200;-1,166313872;0,039597096;0;1
3173;-2,038999629;0,040189438;0;1
749;-1,171075047;0,041292648;0;1
3208;1,004630457;0,041429266;17;1
3404;-0,257982718;0,04160872;0;1
2734;-1,964700164;0,041876091;0;1
4132;1,210527793;0,042246846;29;2
2516;-1,796825606;0,042794786;0;1
748;-0,507625726;0,042879037;0;2
1318;1,051727374;0,04338133;11;1
2292;0,981293815;0,043384344;29;2
5596;-0,137356171;0,043617969;0;2
1609;0,276797251;0,044048795;0;1
3130;-0,608529567;0,044563944;0;1
4703;1,6243757;0,044874802;28;2
3113;1,366816874;0,04561171;16;2
2395;-1,474633024;0,046919286;0;1
1429;-1,680385421;0,047028781;0;1
4166;-1,699876305;0,04705817;0;1
1406;1,615343817;0,047853298;11;2
1017;-0,951002157;0,047908884;0;1
4676;-1,021030373;0,048579948;0;2
4669;1,213209381;0,049654703;24;2
2830;-0,713380547;0,049792809;0;2
5531;-1,097999642;0,050325748;0;1
4749;1,936297302;0,050496319;11;2
2792;1,687218598;0,052727069;8;1
1706;1,454091537;0,054506672;12;2
4048;1,293843495;0,054862185;16;2
171;-0,782254683;0,055106052;0;2
2333;-0,262398454;0,055943672;0;1
176;-0,2811272;0,0573022;0;2
3525;-0,684325377;0,057585279;0;2
4796;-0,966075949;0,058774255;0;1
3293;-1,598061977;0,058949596;0;1
1039;0,102916413;0,059405307;0;1
4159;-0,702033889;0,059514129;0;2
1307;1,236240832;0,059577285;13;2
4443;0,826791201;0,059823862;10;1
1659;1,412232205;0,06127465;15;2
3382;-0,054240514;0,061977814;0;2
4489;-0,273652483;0,062191512;0;1
4311;1,313623791;0,062220122;15;2
5067;-1,506988501;0,062577384;0;1
1498;0,172711123;0,063363722;0;1
3181;-0,463928369;0,064689008;0;2
1765;1,84670335;0,065733434;16;2
4421;0,868959567;0,066189196;13;1
1641;-0,175645482;0,066858574;0;2
1063;1,709963309;0,066870844;30;2
5486;0,010550206;0,067307936;0;1
1999;-1,882165207;0,068296867;0;1
25;0,889970024;0,068985893;27;1
5180;1,735590347;0,069044337;21;2
2856;-1,844908153;0,069773145;0;1
5008;-0,45799208;0,070272037;0;2
4315;0,358321403;0,071152932;0;1
3319;-1,463450921;0,07197839;0;1
5882;0,078056098;0,072108259;0;1
3618;-0,357919586;0,074116413;0;1
4602;0,340510731;0,074788904;0;1
769;0,334098856;0,076043279;0;2
631;-0,103838408;0,07744261;0;1
1981;-0,546892915;0,078380089;0;2
989;1,191028551;0,079310568;12;2
3819;0,353260273;0,079430032;0;1
3868;-1,078807067;0,079867597;0;1
2900;-1,808982374;0,080193683;0;1
768;-0,694898959;0,081233708;0;2
4793;-1,42153511;0,081692996;0;1
3443;-0,642109337;0,082091357;0;2
4940;-0,596234429;0,082354279;0;1
2714;1,710456726;0,083569129;19;2
3682;0,658148367;0,083617086;30;1
121;1,420614238;0,083908177;21;2
2295;1,231300416;0,086116909;8;2
3084;-0,028524845;0,08667398;0;2
4224;-0,272741223;0,087705039;0;2
2249;1,224186836;0,088641519;10;2
1848;0,089518247;0,088757739;0;1
3143;-1,506627529;0,089013781;0;1
745;0,524993498;0,08938311;17;2
310;-1,042938418;0,089428997;0;1
4337;1,109708222;0,089851536;21;2
549;-1,393228631;0,090985945;0;1
4059;-0,596811746;0,091127145;0;1
2981;0,320727047;0,091369006;0;1
417;-1,497719507;0,091514651;0;1
1983;2,166217804;0,092647304;16;2
822;-0,201695408;0,092866701;0;2
3018;-0,762709248;0,094286117;0;2
378;-1,256189561;0,095704313;0;1
4627;-1,327126439;0,097177502;0;1
2780;-1,1742672;0,097201283;0;1
5018;-1,616740022;0,097639928;0;1
1914;0,634665981;0,097799303;17;1
5146;-1,85240366;0,098327792;0;1
2143;-1,257783381;0,099327233;0;1
5623;-1,812004275;0,099471137;0;1
5448;0,942898655;0,099672167;21;1
3426;1,214294293;0,100322958;19;2
358;-0,608055296;0,100900526;0;2
1168;-1,152550632;0,101364879;0;1
3709;-1,419217012;0,1016667;0;1
1407;0,29772336;0,101681827;0;1
4668;-0,495348968;0,102094891;0;2
62;0,88760482;0,102435555;9;1
1643;-0,47706447;0,103502304;0;2
4897;0,169361785;0,103519226;0;1
4375;-1,468399124;0,104131091;0;1
2960;0,424268451;0,104517323;0;1
663;-0,889293673;0,10546636;0;1
4427;0,245670289;0,105691964;0;2
1627;-1,965831961;0,105924876;0;1
2527;1,22253598;0,106354854;22;2
312;-1,822770248;0,106710337;0;1
4082;-0,120428685;0,107070253;0;2
937;0,972025512;0,107999656;13;1
149;-0,862145464;0,108736818;0;2
5014;-1,879578351;0,109346935;0;1
3188;-0,722261471;0,110191664;0;2
5585;-0,152961811;0,110593213;0;2
2089;1,310852532;0,110809314;10;2
5564;-1,475400866;0,11336096;0;1
4557;-0,834692969;0,113399858;0;2
1339;-1,120708701;0,115272925;0;1
5234;1,334783288;0,116323707;13;2
4960;0,700255552;0,117647288;17;1
3942;-1,19828118;0,119005598;0;1
1846;-0,729039642;0,119375019;0;2
5298;1,326924277;0,119897096;14;2
1478;-0,553526919;0,120598916;0;2
1852;-0,52024288;0,121317887;0;2
807;1,529591488;0,122083545;11;2
5328;0,694319589;0,122218058;12;1
859;1,567224813;0,122301693;17;2
3138;-0,99573523;0,122352858;0;2
2381;-1,006836176;0,123004803;0;1
1501;-0,650073695;0,123409723;0;2
5403;1,454741746;0,123837436;11;2
5210;-0,769678112;0,124873224;0;2
5039;1,007081896;0,125509719;13;1
1722;-1,665807679;0,126427973;0;1
3960;0,262949791;0,12679203;0;1
446;0,337191813;0,127039187;0;1
5350;0,97479868;0,127121397;24;2
4046;-0,464208845;0,127280949;0;2
4754;-0,947213289;0,12824034;0;2
1930;-0,578440608;0,129462403;0;2
1952;-0,001871008;0,12956562;0;1
3342;0,506039807;0,130471396;22;1
26;-0,085868581;0,130902508;0;2
5733;0,567749067;0,131192357;22;1
2352;-1,167669937;0,133008707;0;1
4143;-1,239633529;0,133370366;0;1
1218;-0,267882395;0,133451108;0;2
5719;0,789105661;0,133468204;11;1
2334;1,760643223;0,133531687;11;1
2896;-1,243002688;0,134140454;0;1
2976;1,68564111;0,134436226;10;2
4681;-1,07126861;0,135595498;0;1
5364;-1,145499449;0,135608597;0;1
1410;0,337614266;0,135676818;0;1
1899;-0,916475425;0,135682784;0;2
2127;-0,93329481;0,136106172;0;1
896;0,021311197;0,136389901;0;1
5557;-1,501335684;0,13693351;0;1
5519;1,056561129;0,138601384;25;1
2606;1,565645573;0,13864287;16;2
2218;0,780080272;0,139169491;20;1
5172;-0,007906391;0,139355632;0;2
4179;-1,788739964;0,140043315;0;1
854;-0,780599685;0,140245717;0;2
3219;0,10054874;0,140342746;0;1
4813;0,874056023;0,140887579;28;1
3520;-2,016884107;0,141013686;0;1
454;0,424607181;0,141697616;0;1
4382;1,695931568;0,142054057;26;2
4632;-0,345250171;0,14356277;0;2
5249;-1,212072879;0,144041332;0;1
5457;-1,32192154;0,148090664;0;1
4370;-1,022244108;0,148414091;0;2
4308;-0,248550551;0,148503772;0;2
1160;-1,633995799;0,150127873;0;1
3588;0,08957237;0,150332675;0;2
1128;1,905039602;0,151192675;22;1
2072;0,978778328;0,15157594;15;1
3037;-0,63743695;0,152434185;0;2
4350;-1,273196042;0,155048876;0;1
323;1,241716937;0,155053486;17;2
4538;-1,532670957;0,155102994;0;1
2699;1,123020919;0,155315701;29;2
47;-0,643692675;0,15800858;0;2
922;1,570571385;0,15813656;11;2
3174;-0,646130427;0,158702264;0;2
2026;-0,235331095;0,159960226;0;2
2219;0,991165562;0,161012473;14;1
2128;1,520666082;0,161047875;14;2
5727;0,570964436;0,161382683;28;1
1915;0,382019688;0,163197779;0;1
4020;0,529896551;0,163269498;11;1
1239;-1,664622045;0,164414164;0;1
2604;0,503071945;0,165376624;13;1
3662;-1,613621762;0,165804286;0;1
4952;0,97648634;0,166553982;29;1
5943;-0,871560783;0,166751188;0;2
2103;-1,06283086;0,168031358;0;1
2788;1,220082088;0,168315161;28;2
1558;0,391588408;0,168327204;0;1
3005;0,168929379;0,16837195;0;1
1057;0,918725088;0,169010962;14;1
314;-1,427866629;0,169097723;0;1
3869;1,528465047;0,170864001;14;2
1511;-1,733527268;0,17114055;0;1
2919;2,105975374;0,172529278;29;2
3362;0,872498774;0,175981918;9;1
2758;0,921067981;0,177267961;19;1
3561;0,575239698;0,177681971;23;1
4659;1,554158825;0,178136589;30;2
5270;0,285771391;0,178203655;0;1
3192;-1,860304473;0,180277024;0;1
2021;-1,058979471;0,180425905;0;2
1715;1,398423825;0,180963149;28;2
2687;-1,565489154;0,181164988;0;1
4004;-1,520407932;0,18132677;0;1
4823;1,33281104;0,181935479;22;2
1694;1,355864904;0,182494558;21;2
3624;1,686241249;0,182959091;22;2
3609;-0,891535012;0,183383865;0;2
3285;-1,380223036;0,183668236;0;1
5358;-0,231900344;0,184716733;0;2
845;1,666166675;0,185562637;20;2
5812;0,238430406;0,18652314;0;1
4566;1,611778134;0,187077292;21;2
612;-0,144127837;0,187305915;0;2
5676;0,927405648;0,187808079;15;1
2739;-0,120526099;0,18966682;0;1
2348;-1,616907585;0,189769775;0;1
3072;-0,519145637;0,1900834;0;2
5750;-0,509318713;0,190275171;0;2
4708;1,178589748;0,190939661;27;1
5761;-1,424067233;0,191062065;0;1
2797;0,135758269;0,191196427;0;1
2505;1,451923036;0,191950365;12;2
2621;-0,543064789;0,192769853;0;2
683;1,298669589;0,192984674;15;2
5847;-0,748304062;0,19302512;0;2
4990;1,754849747;0,193358487;30;2
5970;1,90887984;0,193968047;21;2
188;0,04904411;0,194764664;0;1
2006;1,429504739;0,195176266;26;2
965;-0,141166456;0,195332664;0;2
24;0,58213066;0,195890258;24;1
251;0,701816789;0,197575552;13;1
5575;-1,662596377;0,197918761;0;1
2117;0,937471241;0,197998375;16;1
3033;-0,603078669;0,19824615;0;2
3238;1,361844866;0,199118592;20;2
5790;-0,814862695;0,199289129;0;2
372;0,999100121;0,199600542;19;2
1212;0,987591197;0,200165667;30;2
4357;1,405610214;0,200199598;28;2
4593;0,302187137;0,200398833;0;1
5417;-0,024303719;0,202105809;0;1
2076;1,009545137;0,203100812;11;2
5797;0,608044177;0,20348416;28;1
3874;1,439376311;0,204417698;25;2
4521;1,634483342;0,204692823;14;2
698;-1,736400345;0,205094199;0;1
2202;0,88880793;0,205372863;30;2
5096;-1,699346958;0,205747376;0;1
5966;-0,787362145;0,206060561;0;2
3296;-0,260367375;0,206484797;0;2
3120;-1,087479533;0,207079759;0;1
1030;-1,423089645;0,207389388;0;1
810;-0,493272492;0,207788311;0;2
2448;-0,198922644;0,207820224;0;2
5894;1,141505411;0,207958185;24;2
4892;1,851895334;0,208232736;17;2
1150;-1,275884059;0,208580795;0;1
219;1,690023725;0,209359356;19;2
1820;1,331066716;0,209673307;28;2
2180;0,047101072;0,210264175;0;2
1200;1,692841972;0,210660925;19;2
404;-1,6354234;0,210700655;0;1
3892;-1,263288279;0,211765691;0;1
5981;-1,595876136;0,212710176;0;1
5553;0,09113155;0,213028559;0;2
368;-1,010422142;0,213767442;0;1
837;1,263771478;0,214118281;25;2
2116;-1,252767351;0,214128279;0;1
4810;-1,682917659;0,214302609;0;1
3676;1,576906528;0,214458338;30;2
262;-1,648260067;0,214798311;0;1
2126;0,616551169;0,215022769;25;1
5763;-1,582233157;0,216279111;0;1
1739;-0,649549043;0,216943159;0;2
2948;-0,719634216;0,217866541;0;2
1754;1,350812069;0,218553347;13;2
3731;-0,746986651;0,218726312;0;2
2042;-0,190070365;0,21880143;0;2
1233;1,781113574;0,219851899;25;2
1561;-1,152510786;0,220516841;0;1
2274;0,914887949;0,220916805;14;1
4761;0,61154761;0,221042443;15;1
2175;0,61469144;0,22109876;10;1
2454;1,39561209;0,221444527;10;1
5412;-1,215088257;0,221970293;0;1
4682;-1,545270505;0,222115993;0;1
356;0,422145589;0,222731821;0;1
4063;-1,116240787;0,223726449;0;1
725;-0,220261977;0,224683765;0;2
5636;-1,085740683;0,224774791;0;1
1374;1,380306978;0,225411757;15;2
2193;-0,977337193;0,226042386;0;2
491;-1,057903667;0,226053341;0;1
2242;0,662715303;0,226252952;14;1
2047;0,366696927;0,227780922;0;1
2240;1,469128023;0,229412293;14;2
3771;-0,185030464;0,229907136;0;2
5079;0,105647531;0,230046974;0;1
5365;-0,711452605;0,231034998;0;2
5099;-0,081890887;0,231260838;0;2
3244;-1,226478658;0,232288425;0;1
1460;-2,119642658;0,234269348;0;1
473;0,643318677;0,235612426;18;1
5830;-1,856320936;0,235750684;0;1
283;-1,281720444;0,237012036;0;1
4921;-0,745918795;0,237121072;0;2
2633;1,211050214;0,237142841;25;2
3516;0,331206814;0,240303945;0;1
4688;0,153238866;0,2405101;0;1
3882;-0,531672831;0,241039264;0;2
640;1,771584919;0,241675609;14;2
2898;2,035496912;0,242368842;28;2
2379;-1,746798718;0,242413735;0;1
5029;1,545185049;0,242492137;26;2
5193;-1,230839763;0,244046063;0;1
3538;-0,505661307;0,245051481;0;2
3121;0,09065219;0,245246886;0;1
2391;0,659420869;0,245323194;17;1
890;0,55124011;0,245672488;18;1
5852;1,735161473;0,245719475;22;2
736;-1,568262888;0,246081323;0;1
1591;-0,040128533;0,246957823;0;1
1334;0,790694783;0,247586434;28;1
1403;-1,063141145;0,247723904;0;1
5522;0,107869253;0,248495076;0;1
5240;-0,392702298;0,24862893;0;2
830;0,852339553;0,249443149;10;1
3645;0,09343619;0,250578307;0;1
2365;-1,451563914;0,250820123;0;1
253;1,08600614;0,251505939;12;1
1193;0,603208365;0,251680875;14;1
3796;2,152304535;0,252867805;10;2
1295;0,934229616;0,253373308;24;1
45;-0,798528447;0,254456197;0;1
3395;-1,397450177;0,254527863;0;1
3559;0,330266615;0,254928906;0;1
5921;-0,786046525;0,255275485;0;2
4975;-0,255915631;0,256003495;0;2
5468;0,815655147;0,256984689;21;1
893;-1,206233022;0,257420709;0;1
581;1,773237324;0,257941321;11;2
4918;-1,0346457;0,258605867;0;2
3724;-1,06257978;0,259324879;0;1
4641;-0,359957141;0,259813184;0;2
4760;-1,053838059;0,26041879;0;1
3006;1,891872277;0,261181047;15;2
1174;-0,257903919;0,263955805;0;2
3474;0,711378138;0,264367766;28;1
3086;-1,247533209;0,264524788;0;1
4401;-1,742643851;0,264529879;0;1
5589;-0,271802645;0,26505599;0;2
1831;0,010432192;0,265826839;0;2
3303;-0,499326718;0,266451263;0;2
328;-0,86127102;0,266483928;0;2
4403;-0,702008691;0,267553451;0;2
222;-1,166710505;0,267629534;0;1
5429;-1,140676431;0,267678453;0;1
1391;-1,4522664;0,268044925;0;1
3155;-1,851268032;0,268134296;0;1
2039;-0,547701485;0,268549112;0;2
3714;1,940294709;0,269310844;8;2
5370;-0,415413875;0,269658469;0;2
5567;1,205856735;0,269898536;20;2
835;-0,973536082;0,269934607;0;1
4488;-1,099458749;0,271528383;0;1
1283;0,164362374;0,271941078;0;1
1271;-0,648551544;0,272625648;0;2
3743;1,792888762;0,272857888;12;2
2953;0,776640009;0,27310025;11;1
5924;0,455973652;0,27349105;0;1
2341;-0,335111492;0,273917817;0;2
5931;-1,603592904;0,276744718;0;1
5349;-1,23624177;0,277402403;0;1
4189;0,679679551;0,277872222;17;1
52;-1,35130041;0,278036099;0;1
5378;1,969783282;0,280202202;20;2
4723;0,944688386;0,280451634;10;1
1599;-0,987875943;0,281499301;0;1
3775;0,09439278;0,28208403;0;1
5077;-0,485759154;0,282139609;0;2
5326;1,978922117;0,282576805;12;2
2562;-1,74707377;0,282753609;0;1
5233;1,756818954;0,283147799;13;2
277;0,829796846;0,283161709;30;1
4368;-1,913019896;0,28330266;0;1
3766;0,958909126;0,284007258;12;1
172;-0,821450794;0,284661616;0;2
3871;-1,008504339;0,285845566;0;1
3705;-1,577548171;0,287223474;0;1
517;1,040859497;0,287740014;14;2
3920;0,67160989;0,288689488;29;1
4555;-0,785104217;0,289343645;0;2
554;-0,322044349;0,28990743;0;2
1534;0,863739029;0,290484423;11;1
4430;-0,204524335;0,290536109;0;2
118;-0,368944673;0,292224748;0;2
2636;1,568303224;0,292531972;14;2
5880;0,252771488;0,292911762;0;1
351;-0,239090857;0,293708991;0;2
7;1,219347786;0,293792061;8;2
1328;0,52656665;0,293891142;14;1
13;-0,018965723;0,294088656;0;1
5374;0,066337971;0,294211134;0;1
2031;0,828827305;0,295304988;17;1
3946;1,432276538;0,29531156;13;2
1258;-1,688190137;0,296026016;0;1
2520;0,009998414;0,296386602;0;2
2800;1,87467113;0,29848547;12;2
1476;0,499989054;0,299144226;10;1
3703;-1,539889877;0,29915714;0;1
69;-1,654695225;0,299445627;0;1
3417;2,18590643;0,299933705;23;2
1235;1,189295528;0,301317439;22;2
853;0,212947795;0,302919542;0;1
2363;-0,640295912;0,303086341;0;2
1594;-1,44581286;0,303221476;0;1
3555;1,639771829;0,304170998;16;2
1042;-0,652772066;0,304249392;0;2
5872;1,464790159;0,305356144;17;2
4888;-0,309901304;0,305383109;0;2
296;0,336076138;0,306399122;0;1
5675;-1,412757973;0,308359677;0;1
1720;1,945737293;0,308486525;26;2
3977;-0,036288585;0,308988687;0;1
1437;0,707758758;0,309079583;27;1
4213;-0,2404105;0,309278488;0;2
523;-0,393526312;0,309626907;0;2
431;0,74216412;0,311611441;10;1
564;1,241594692;0,312016076;22;2
1148;-0,522927271;0,312573174;0;2
5892;-0,304771982;0,313013888;0;2
3475;0,98479479;0,313520715;9;1
1369;0,525247579;0,315080888;28;1
1539;-0,813784299;0,315397137;0;2
3541;-1,238797587;0,315408054;0;1
1793;0,084373738;0,315411402;0;2
2330;0,907534962;0,315505984;10;1
5656;0,593692145;0,315640362;25;1
1438;0,513649178;0,316233878;10;1
3442;-1,594641483;0,316667729;0;1
2705;-1,025672712;0,31678738;0;2
3690;-1,633657512;0,317289097;0;1
3056;-1,665811421;0,318048571;0;1
3679;0,963291471;0,318386767;21;1
3511;-2,002451299;0,318656769;0;1
1370;1,202003699;0,319116111;13;2
3323;1,838520236;0,319437853;26;2
5570;1,255306643;0,321022927;22;2
4149;-1,268953907;0,321897015;0;1
4027;1,345369522;0,322185467;29;2
2592;1,805206069;0,323070094;9;2
1171;1,337387555;0,323264318;22;2
1699;0,886345724;0,329022792;23;1
2940;-0,303840665;0,329110256;0;2
906;-0,403607792;0,330188499;0;2
961;0,927315218;0,331834674;26;1
1958;0,540149003;0,331908796;30;1
154;-1,688946512;0,332244582;0;1
609;-0,039877238;0,333427185;0;2
474;0,751192326;0,333851486;27;1
2566;0,889017995;0,33676282;19;1
3472;2,080488356;0,336777089;29;2
519;0,359522982;0,338449562;0;1
1442;-1,195392297;0,339004563;0;1
1962;1,025836386;0,339492474;28;1
3305;0,191660405;0,339741535;0;1
110;0,588222698;0,340499569;15;1
2169;-1,304298504;0,340504097;0;1
2086;0,551286476;0,340615912;19;1
4306;-0,796984077;0,340616147;0;2
5275;1,101992708;0,341015231;11;1
4115;1,447695973;0,342330604;11;2
2599;-1,586234672;0,342981113;0;1
3712;1,748359901;0,343565906;29;2
1284;-1,352301793;0,344285347;0;1
2260;0,092538059;0,344560946;0;1
780;-1,343012329;0,344628079;0;1
4812;-0,021304418;0,344643657;0;2
4991;-0,223002668;0,344722481;0;2
4904;0,305732976;0,344768779;0;1
4242;1,947783587;0,345015518;13;2
4973;0,966387409;0,345217418;10;2
4378;-0,89762387;0,346005837;0;2
1602;-1,047115186;0,346762156;0;1
2584;-1,13230619;0,346790012;0;1
3750;1,465469126;0,348173626;19;2
762;-2,020189793;0,348277853;0;1
5650;-0,153754092;0,348366298;0;2
5726;1,450805594;0,348945551;21;2
4944;1,47304326;0,349285142;18;2
948;-1,018639753;0,349718061;0;2
3596;-0,386062802;0,350085157;0;2
5535;0,117334248;0,350117383;0;1
135;1,183462864;0,350326558;11;2
1472;1,191540202;0,351426308;25;2
1115;-0,10621839;0,352670381;0;2
2676;-1,673448458;0,352808666;0;1
5413;1,290694928;0,353593132;29;2
4733;-1,706299032;0,354035276;0;1
1303;-0,02125693;0,354639359;0;2
2305;-0,032736327;0,354855496;0;2
4451;-0,735237026;0,355029343;0;2
3028;0,27135927;0,355842423;0;1
88;-0,94437984;0,35589822;0;2
4313;-0,253874384;0,355914136;0;2
5614;-0,042539505;0,35644969;0;2
3637;1,852248987;0,356947704;26;2
5544;1,782579496;0,357158984;19;2
